antibiotic,ATC2,ATC3,ATC4,mechanism,beta_lactamase_inhibitor,metadata_found,model_mode,fold
Tobramycin,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Vancomycin,J01,J01X,J01XA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Voriconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,2
Amikacin,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Amoxicillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Amoxicillin-Clavulanic acid,J01,J01C,J01CR,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,3
Amoxicillin-Clavulanic acid_uncomplicated_HWI,J01,J01C,J01CR,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,3
Ampicillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Anidulafungin,J02,J02A,J02AX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Azithromycin,J01,J01F,J01FA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Aztreonam,J01,J01D,J01DF,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Benzylpenicillin,J01,J01C,J01CE,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Caspofungin,J02,J02A,J02AX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Cefazolin,J01,J01D,J01DB,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Cefepime,J01,J01D,J01DE,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Cefixime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Cefotaxime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Cefoxitin,J01,J01D,J01DC,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Cefpodoxime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Ceftazidime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Ceftolozane-Tazobactam,J01,J01D,J01DI,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,3
Ceftriaxone,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Cefuroxime,J01,J01D,J01DC,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Chloramphenicol,J01,J01B,J01BA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Ciprofloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Clarithromycin,J01,J01F,J01FA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Clindamycin,J01,J01F,J01FF,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Colistin,J01,J01X,J01XB,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Cotrimoxazol,J01,J01E,J01EE,metabolic,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Cotrimoxazole,J01,J01E,J01EE,metabolic,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Daptomycin,J01,J01X,J01XX,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Doxycycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Ertapenem,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Erythromycin,J01,J01F,J01FA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Fluconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Fosfomycin,J01,J01X,J01XX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Fusidic acid,J01,J01X,J01XC,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Gentamicin,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Gentamicin_high_level,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Imipenem,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Itraconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Levofloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Linezolid,J01,J01X,J01XX,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Meropenem,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Meropenem_with_meningitis,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Meropenem_without_meningitis,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Micafungin,J02,J02A,J02AX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Minocycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Moxifloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Mupirocin,D06,D06A,D06AX,antifungal,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Nitrofurantoin,J01,J01X,J01XE,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Norfloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Oxacillin,J01,J01C,J01CF,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Penicillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Penicillin_with_meningitis,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Penicillin_with_other_infections,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Penicillin_with_pneumonia,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Piperacillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Piperacillin-Tazobactam,J01,J01C,J01CR,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,3
Polymyxin B,J01,J01X,J01XB,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Posaconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Pristinamycin,J01,J01F,J01FG,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Rifampicin,J04,J04A,J04AB,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Strepomycin_high_level,J01,J01G,J01GA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Teicoplanin,J01,J01X,J01XA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Tetracycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Ticarcillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Tigecycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Tobramycin,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Vancomycin,J01,J01X,J01XA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,3
Voriconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,3
5-Fluorocytosine,J02,J02A,J02AX,antifungal,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Amikacin,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Amoxicillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Amoxicillin-Clavulanic acid,J01,J01C,J01CR,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,4
Amoxicillin-Clavulanic acid_uncomplicated_HWI,J01,J01C,J01CR,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,4
Ampicillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Anidulafungin,J02,J02A,J02AX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Azithromycin,J01,J01F,J01FA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Aztreonam,J01,J01D,J01DF,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Benzylpenicillin,J01,J01C,J01CE,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Caspofungin,J02,J02A,J02AX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Cefazolin,J01,J01D,J01DB,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Cefepime,J01,J01D,J01DE,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Cefixime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Cefotaxime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Cefoxitin,J01,J01D,J01DC,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Cefpodoxime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Ceftazidime,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Ceftazidime-Avibactam,J01,J01D,J01DD,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,4
Ceftobiprole,J01,J01D,J01DI,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Ceftolozane-Tazobactam,J01,J01D,J01DI,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,4
Ceftriaxone,J01,J01D,J01DD,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Cefuroxime,J01,J01D,J01DC,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Chloramphenicol,J01,J01B,J01BA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Ciprofloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Clarithromycin,J01,J01F,J01FA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Clindamycin,J01,J01F,J01FF,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Colistin,J01,J01X,J01XB,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Cotrimoxazol,J01,J01E,J01EE,metabolic,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Cotrimoxazole,J01,J01E,J01EE,metabolic,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Daptomycin,J01,J01X,J01XX,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Doxycycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Ertapenem,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Erythromycin,J01,J01F,J01FA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Fluconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Fosfomycin,J01,J01X,J01XX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Fusidic acid,J01,J01X,J01XC,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Gentamicin,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Gentamicin_high_level,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Imipenem,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Itraconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Levofloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Linezolid,J01,J01X,J01XX,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Meropenem,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Meropenem_with_meningitis,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Meropenem_without_meningitis,J01,J01D,J01DH,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Micafungin,J02,J02A,J02AX,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Minocycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Moxifloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Mupirocin,D06,D06A,D06AX,antifungal,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Nitrofurantoin,J01,J01X,J01XE,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Norfloxacin,J01,J01M,J01MA,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Oxacillin,J01,J01C,J01CF,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Penicillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Penicillin_with_meningitis,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Penicillin_with_other_infections,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Penicillin_with_pneumonia,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Piperacillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Piperacillin-Tazobactam,J01,J01C,J01CR,cell_wall,1.0,1,bio_prior_gated_implicit_hypernetwork,4
Polymyxin B,J01,J01X,J01XB,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Posaconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Pristinamycin,J01,J01F,J01FG,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Rifampicin,J04,J04A,J04AB,DNA_RNA,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Strepomycin_high_level,J01,J01G,J01GA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Teicoplanin,J01,J01X,J01XA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Tetracycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Ticarcillin,J01,J01C,J01CA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Tigecycline,J01,J01A,J01AA,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Tobramycin,J01,J01G,J01GB,protein_synthesis,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Vancomycin,J01,J01X,J01XA,cell_wall,0.0,1,bio_prior_gated_implicit_hypernetwork,4
Voriconazole,J02,J02A,J02AC,membrane,0.0,1,bio_prior_gated_implicit_hypernetwork,4
