model_mode,fold,species_id,species,n_val_samples,n_val_pairs,auc
bio_prior_gated_implicit_hypernetwork,0,24,Streptococcus_Pneumoniae,123,1304,0.8559117769023429
bio_prior_gated_implicit_hypernetwork,1,0,Campylobacter_Jejuni,93,222,0.9193711501333088
bio_prior_gated_implicit_hypernetwork,1,1,Candida_Albicans,74,587,0.8331852358168148
bio_prior_gated_implicit_hypernetwork,1,2,Citrobacter_Freundii,133,2208,0.8670255284156947
bio_prior_gated_implicit_hypernetwork,1,3,Citrobacter_Koseri,165,2677,0.9758201296212992
bio_prior_gated_implicit_hypernetwork,1,4,Enterobacter_Cloacae,311,4634,0.9114886206465727
bio_prior_gated_implicit_hypernetwork,1,5,Enterococcus_Faecalis,895,14085,0.9858521319930786
bio_prior_gated_implicit_hypernetwork,1,6,Enterococcus_Faecium,428,4553,0.9775138198893483
bio_prior_gated_implicit_hypernetwork,1,7,Escherichia_Coli,1578,25297,0.8589246808410729
bio_prior_gated_implicit_hypernetwork,1,8,Haemophilus_Influenzae,166,532,0.8684057126202274
bio_prior_gated_implicit_hypernetwork,1,9,Klebsiella_Oxytoca,251,4169,0.9376726102852488
bio_prior_gated_implicit_hypernetwork,1,10,Klebsiella_Pneumoniae,3838,67924,0.8737106944635974
bio_prior_gated_implicit_hypernetwork,1,11,Klebsiella_Variicola,112,1766,0.9156273816947272
bio_prior_gated_implicit_hypernetwork,1,12,Morganella_Morganii,166,2727,0.9426745327026664
bio_prior_gated_implicit_hypernetwork,1,13,Proteus_Mirabilis,482,8700,0.9122155299227777
bio_prior_gated_implicit_hypernetwork,1,14,Proteus_Vulgaris,93,1370,0.9783526713685596
bio_prior_gated_implicit_hypernetwork,1,15,Pseudomonas_Aeruginosa,1109,13027,0.9397254216182582
bio_prior_gated_implicit_hypernetwork,1,16,Serratia_Marcescens,244,3880,0.9709500613818058
bio_prior_gated_implicit_hypernetwork,1,17,Staphylococcus_Aureus,1488,29631,0.9213098859071538
bio_prior_gated_implicit_hypernetwork,1,18,Staphylococcus_Capitis,90,1799,0.9519811037382923
bio_prior_gated_implicit_hypernetwork,1,19,Staphylococcus_Epidermidis,1137,23116,0.9364929895672577
bio_prior_gated_implicit_hypernetwork,1,20,Staphylococcus_Haemolyticus,56,1236,0.9112234284085029
bio_prior_gated_implicit_hypernetwork,1,21,Staphylococcus_Hominis,149,3117,0.8801389292268744
bio_prior_gated_implicit_hypernetwork,1,22,Staphylococcus_Lugdunensis,89,1763,0.9352409224595255
bio_prior_gated_implicit_hypernetwork,1,23,Stenotrophomonas_Maltophilia,122,740,0.9684631705179652
bio_prior_gated_implicit_hypernetwork,1,24,Streptococcus_Pneumoniae,98,921,0.81319876276702
bio_prior_gated_implicit_hypernetwork,2,0,Campylobacter_Jejuni,100,229,0.9145015662428597
bio_prior_gated_implicit_hypernetwork,2,1,Candida_Albicans,64,487,0.8455479909224403
bio_prior_gated_implicit_hypernetwork,2,2,Citrobacter_Freundii,115,1855,0.8890049881858756
bio_prior_gated_implicit_hypernetwork,2,3,Citrobacter_Koseri,171,2732,0.936918335360905
bio_prior_gated_implicit_hypernetwork,2,4,Enterobacter_Cloacae,324,4816,0.9104386510977066
bio_prior_gated_implicit_hypernetwork,2,5,Enterococcus_Faecalis,981,14954,0.9880582441724036
bio_prior_gated_implicit_hypernetwork,2,6,Enterococcus_Faecium,462,4954,0.9740310963842975
bio_prior_gated_implicit_hypernetwork,2,7,Escherichia_Coli,1539,24279,0.8573732557824272
bio_prior_gated_implicit_hypernetwork,2,8,Haemophilus_Influenzae,152,452,0.8600982197667281
bio_prior_gated_implicit_hypernetwork,2,9,Klebsiella_Oxytoca,243,4043,0.9430458970792767
bio_prior_gated_implicit_hypernetwork,2,10,Klebsiella_Pneumoniae,3813,67329,0.8755613391476887
bio_prior_gated_implicit_hypernetwork,2,11,Klebsiella_Variicola,141,2205,0.9461439287388653
bio_prior_gated_implicit_hypernetwork,2,12,Morganella_Morganii,159,2628,0.9475274619235875
bio_prior_gated_implicit_hypernetwork,2,13,Proteus_Mirabilis,465,8526,0.9095630207839798
bio_prior_gated_implicit_hypernetwork,2,14,Proteus_Vulgaris,110,1667,0.976459636026307
bio_prior_gated_implicit_hypernetwork,2,15,Pseudomonas_Aeruginosa,1018,12053,0.9507870760602993
bio_prior_gated_implicit_hypernetwork,2,16,Serratia_Marcescens,244,3890,0.970645592623159
bio_prior_gated_implicit_hypernetwork,2,17,Staphylococcus_Aureus,1454,28377,0.9114848490281142
bio_prior_gated_implicit_hypernetwork,2,18,Staphylococcus_Capitis,78,1703,0.886772830679233
bio_prior_gated_implicit_hypernetwork,2,19,Staphylococcus_Epidermidis,1169,23774,0.9208371693293451
bio_prior_gated_implicit_hypernetwork,2,20,Staphylococcus_Haemolyticus,60,1334,0.9022421776658874
bio_prior_gated_implicit_hypernetwork,2,21,Staphylococcus_Hominis,172,3606,0.8780510287146255
bio_prior_gated_implicit_hypernetwork,2,22,Staphylococcus_Lugdunensis,90,1820,0.9627277357174343
bio_prior_gated_implicit_hypernetwork,2,23,Stenotrophomonas_Maltophilia,130,722,0.9780594405594406
bio_prior_gated_implicit_hypernetwork,2,24,Streptococcus_Pneumoniae,112,1223,0.8325329972217539
bio_prior_gated_implicit_hypernetwork,3,0,Campylobacter_Jejuni,97,258,0.8753799392097265
bio_prior_gated_implicit_hypernetwork,3,1,Candida_Albicans,58,381,0.8392947957280895
bio_prior_gated_implicit_hypernetwork,3,2,Citrobacter_Freundii,136,2168,0.8904237689393939
bio_prior_gated_implicit_hypernetwork,3,3,Citrobacter_Koseri,181,2902,0.9831230409442648
bio_prior_gated_implicit_hypernetwork,3,4,Enterobacter_Cloacae,303,4464,0.9138018832621828
bio_prior_gated_implicit_hypernetwork,3,5,Enterococcus_Faecalis,896,13774,0.9885036319510753
bio_prior_gated_implicit_hypernetwork,3,6,Enterococcus_Faecium,444,4866,0.9737832187653224
bio_prior_gated_implicit_hypernetwork,3,7,Escherichia_Coli,1556,24761,0.865570901550992
bio_prior_gated_implicit_hypernetwork,3,8,Haemophilus_Influenzae,203,679,0.8305473893923564
bio_prior_gated_implicit_hypernetwork,3,9,Klebsiella_Oxytoca,256,4222,0.9254766174416779
bio_prior_gated_implicit_hypernetwork,3,10,Klebsiella_Pneumoniae,3850,68131,0.8668540068512195
bio_prior_gated_implicit_hypernetwork,3,11,Klebsiella_Variicola,135,2144,0.9402978439653257
bio_prior_gated_implicit_hypernetwork,3,12,Morganella_Morganii,156,2560,0.9226936112793379
bio_prior_gated_implicit_hypernetwork,3,13,Proteus_Mirabilis,457,8258,0.9175135693560382
bio_prior_gated_implicit_hypernetwork,3,14,Proteus_Vulgaris,83,1240,0.964248173366112
bio_prior_gated_implicit_hypernetwork,3,15,Pseudomonas_Aeruginosa,1081,13062,0.9506023715619665
bio_prior_gated_implicit_hypernetwork,3,16,Serratia_Marcescens,257,4001,0.9743816265978763
bio_prior_gated_implicit_hypernetwork,3,17,Staphylococcus_Aureus,1453,28324,0.9373811960248778
bio_prior_gated_implicit_hypernetwork,3,18,Staphylococcus_Capitis,82,1753,0.9428588035618796
bio_prior_gated_implicit_hypernetwork,3,19,Staphylococcus_Epidermidis,1142,23131,0.9277235976437254
bio_prior_gated_implicit_hypernetwork,3,20,Staphylococcus_Haemolyticus,66,1369,0.9214140168832725
bio_prior_gated_implicit_hypernetwork,3,21,Staphylococcus_Hominis,160,3276,0.8593569346996308
bio_prior_gated_implicit_hypernetwork,3,22,Staphylococcus_Lugdunensis,96,1942,0.8633530513550409
bio_prior_gated_implicit_hypernetwork,3,23,Stenotrophomonas_Maltophilia,143,898,0.972787309861081
bio_prior_gated_implicit_hypernetwork,3,24,Streptococcus_Pneumoniae,75,779,0.8878748370273795
bio_prior_gated_implicit_hypernetwork,4,0,Campylobacter_Jejuni,96,219,0.9281045751633987
bio_prior_gated_implicit_hypernetwork,4,1,Candida_Albicans,66,501,0.7030701754385964
bio_prior_gated_implicit_hypernetwork,4,2,Citrobacter_Freundii,132,2104,0.8956283692722371
bio_prior_gated_implicit_hypernetwork,4,3,Citrobacter_Koseri,174,2764,0.9704433497536946
bio_prior_gated_implicit_hypernetwork,4,4,Enterobacter_Cloacae,324,4832,0.9069765388479595
bio_prior_gated_implicit_hypernetwork,4,5,Enterococcus_Faecalis,935,14775,0.9860464611085674
bio_prior_gated_implicit_hypernetwork,4,6,Enterococcus_Faecium,439,4796,0.9745430320045017
bio_prior_gated_implicit_hypernetwork,4,7,Escherichia_Coli,1523,24120,0.8516636904598075
bio_prior_gated_implicit_hypernetwork,4,8,Haemophilus_Influenzae,151,470,0.8390909090909091
bio_prior_gated_implicit_hypernetwork,4,9,Klebsiella_Oxytoca,251,4109,0.9314615177716676
bio_prior_gated_implicit_hypernetwork,4,10,Klebsiella_Pneumoniae,3914,69309,0.8692940569238019
