model_mode,fold,antibiotic_id,antibiotic,n_val_pairs,auc
bio_prior_gated_species_head,4,18,Ceftazidime-Avibactam,7,0.5
bio_prior_gated_species_head,4,19,Ceftobiprole,5,1.0
bio_prior_gated_species_head,4,20,Ceftolozane-Tazobactam,13,0.5454545454545454
bio_prior_gated_species_head,4,21,Ceftriaxone,5322,0.8912143257154859
bio_prior_gated_species_head,4,22,Cefuroxime,6755,0.8811306639911638
bio_prior_gated_species_head,4,23,Chloramphenicol,1570,0.9509876626441043
bio_prior_gated_species_head,4,24,Ciprofloxacin,12231,0.8752116186443236
bio_prior_gated_species_head,4,25,Clarithromycin,247,0.779602262360883
bio_prior_gated_species_head,4,26,Clindamycin,3303,0.8967657581843432
bio_prior_gated_species_head,4,27,Colistin,7746,0.97923021471765
bio_prior_gated_species_head,4,28,Cotrimoxazol,268,0.8563218390804597
bio_prior_gated_species_head,4,29,Cotrimoxazole,5518,0.8670887251813439
bio_prior_gated_species_head,4,30,Daptomycin,3530,0.9196083596768528
bio_prior_gated_species_head,4,31,Doxycycline,159,0.6388206388206388
bio_prior_gated_species_head,4,32,Ertapenem,7313,0.9323884966200822
bio_prior_gated_species_head,4,33,Erythromycin,3438,0.9017171321663666
bio_prior_gated_species_head,4,34,Fluconazole,62,0.6666666666666667
bio_prior_gated_species_head,4,35,Fosfomycin,6095,0.7405819864824301
bio_prior_gated_species_head,4,36,Fusidic acid,2429,0.8464102930891984
bio_prior_gated_species_head,4,37,Gentamicin,8379,0.9127438056832786
bio_prior_gated_species_head,4,38,Gentamicin_high_level,122,0.826530612244898
bio_prior_gated_species_head,4,39,Imipenem,11516,0.9681255165163837
bio_prior_gated_species_head,4,40,Itraconazole,58,0.5487528344671202
bio_prior_gated_species_head,4,41,Levofloxacin,9180,0.8867402654698446
bio_prior_gated_species_head,4,42,Linezolid,3850,0.8792333565298074
bio_prior_gated_species_head,4,43,Meropenem,9718,0.9414725191726703
bio_prior_gated_species_head,4,44,Meropenem_with_meningitis,22,0.638095238095238
bio_prior_gated_species_head,4,45,Meropenem_without_meningitis,9,1.0
bio_prior_gated_species_head,4,46,Micafungin,65,0.8587570621468926
bio_prior_gated_species_head,4,47,Minocycline,2024,0.875869080414535
bio_prior_gated_species_head,4,48,Moxifloxacin,195,0.9746680642907057
bio_prior_gated_species_head,4,49,Mupirocin,1632,0.961299225572582
bio_prior_gated_species_head,4,50,Nitrofurantoin,4312,0.8842168687808409
bio_prior_gated_species_head,4,51,Norfloxacin,5059,0.8665240082944907
bio_prior_gated_species_head,4,52,Oxacillin,3056,0.914202496679759
bio_prior_gated_species_head,4,53,Penicillin,3443,0.9462350550042045
bio_prior_gated_species_head,4,54,Penicillin_with_meningitis,43,0.7244318181818181
bio_prior_gated_species_head,4,55,Penicillin_with_other_infections,44,0.7015873015873015
bio_prior_gated_species_head,4,56,Penicillin_with_pneumonia,44,0.7948717948717949
bio_prior_gated_species_head,4,57,Piperacillin,3823,0.9071573866051369
bio_prior_gated_species_head,4,58,Piperacillin-Tazobactam,5791,0.8679786379745276
bio_prior_gated_species_head,4,59,Polymyxin B,551,1.0
bio_prior_gated_species_head,4,60,Posaconazole,59,0.5545454545454546
bio_prior_gated_species_head,4,61,Pristinamycin,1401,0.9586888909887961
bio_prior_gated_species_head,4,62,Rifampicin,2248,0.8875541630557964
bio_prior_gated_species_head,4,63,Strepomycin_high_level,16,0.6833333333333333
bio_prior_gated_species_head,4,64,Teicoplanin,2829,0.9578782649013446
bio_prior_gated_species_head,4,65,Tetracycline,3312,0.9112876407930675
bio_prior_gated_species_head,4,66,Ticarcillin,1704,0.9224161215446296
bio_prior_gated_species_head,4,67,Tigecycline,3560,0.9957637780335186
bio_prior_gated_species_head,4,68,Tobramycin,9117,0.8813545754766946
bio_prior_gated_species_head,4,69,Vancomycin,4129,0.9795977011494252
bio_prior_gated_species_head,4,70,Voriconazole,65,0.5555555555555556
bio_prior_gated_implicit_hypernetwork,0,0,5-Fluorocytosine,49,0.33333333333333337
bio_prior_gated_implicit_hypernetwork,0,1,Amikacin,8846,0.874048489660987
bio_prior_gated_implicit_hypernetwork,0,2,Amoxicillin,34,0.8666666666666667
bio_prior_gated_implicit_hypernetwork,0,3,Amoxicillin-Clavulanic acid,5778,0.9090779872538907
bio_prior_gated_implicit_hypernetwork,0,4,Amoxicillin-Clavulanic acid_uncomplicated_HWI,16,0.8545454545454545
bio_prior_gated_implicit_hypernetwork,0,5,Ampicillin,4228,0.9581657605536679
