model_mode,fold,antibiotic_id,antibiotic,n_val_pairs,antibiotic_auc
implicit_species_hypernetwork_no_enrichment,0,3,Amoxicillin-Clavulanic acid,5778,0.91541937732268
implicit_species_hypernetwork_no_enrichment,0,4,Amoxicillin-Clavulanic acid_uncomplicated_HWI,16,0.8545454545454545
implicit_species_hypernetwork_no_enrichment,0,5,Ampicillin,4228,0.9571675416092762
implicit_species_hypernetwork_no_enrichment,0,6,Anidulafungin,51,0.6688034188034188
implicit_species_hypernetwork_no_enrichment,0,7,Azithromycin,44,0.828125
implicit_species_hypernetwork_no_enrichment,0,8,Aztreonam,4270,0.8430103028403926
implicit_species_hypernetwork_no_enrichment,0,9,Benzylpenicillin,140,0.833758142169357
implicit_species_hypernetwork_no_enrichment,0,10,Caspofungin,53,1.0
implicit_species_hypernetwork_no_enrichment,0,11,Cefazolin,1901,0.9340107924152681
implicit_species_hypernetwork_no_enrichment,0,12,Cefepime,10025,0.8799189468988561
implicit_species_hypernetwork_no_enrichment,0,13,Cefixime,2956,0.7616268434087584
implicit_species_hypernetwork_no_enrichment,0,14,Cefotaxime,3816,0.8777263474452669
implicit_species_hypernetwork_no_enrichment,0,15,Cefoxitin,1210,0.9454579864793029
implicit_species_hypernetwork_no_enrichment,0,16,Cefpodoxime,1291,0.9240054877035782
implicit_species_hypernetwork_no_enrichment,0,17,Ceftazidime,7669,0.8331914207264924
implicit_species_hypernetwork_no_enrichment,0,18,Ceftolozane-Tazobactam,17,0.6666666666666666
implicit_species_hypernetwork_no_enrichment,0,19,Ceftriaxone,5372,0.8962715160555033
implicit_species_hypernetwork_no_enrichment,0,20,Cefuroxime,6700,0.8809606713286713
implicit_species_hypernetwork_no_enrichment,0,21,Chloramphenicol,1562,0.9542038066061564
implicit_species_hypernetwork_no_enrichment,0,22,Ciprofloxacin,12143,0.8634148540039573
implicit_species_hypernetwork_no_enrichment,0,23,Clarithromycin,268,0.7932765151515151
